20,30,1,

0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
11,11,11,11,11,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
11,11,11,11,11,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
11,11,11,11,11,11,11,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
11,11,11,11,11,11,11,11,11,11,11,11,0,11,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
11,11,11,11,11,11,11,11,11,11,11,11,0,11,11,11,0,11,11,11,0,0,0,0,0,0,0,0,0,0,
11,11,11,11,11,11,11,11,11,11,11,11,0,11,11,11,0,11,11,11,0,0,0,0,0,0,0,0,0,0,
11,11,11,11,11,11,11,11,11,11,11,11,0,11,11,11,0,11,11,11,11,11,11,11,0,11,11,11,0,0,
11,11,11,11,11,11,11,11,11,11,11,11,0,11,11,11,0,11,11,11,11,11,11,11,0,11,11,11,0,0,
11,11,11,11,11,11,11,11,11,11,11,11,0,11,11,11,0,11,11,11,11,11,11,11,0,11,11,6,6,6,
11,11,11,11,11,11,11,11,11,11,11,11,0,11,11,11,0,11,11,11,11,11,11,11,0,11,11,6,6,6,
11,11,11,11,11,11,11,11,11,11,11,11,0,11,11,11,0,11,11,11,6,6,6,6,0,11,11,6,6,6,
11,11,11,11,11,11,11,11,11,11,11,11,0,11,11,11,6,6,6,11,6,6,6,6,6,6,6,6,6,6,
6,6,6,6,6,6,6,11,11,11,11,11,6,6,6,6,6,6,6,11,6,6,6,6,6,6,6,6,6,6,
6,6,6,6,6,6,6,11,6,6,6,11,6,6,6,6,6,6,6,11,6,6,6,6,6,6,6,6,6,6,
6,6,6,6,6,6,6,11,6,6,6,11,6,6,6,6,6,6,6,11,6,6,6,6,6,6,6,6,6,6,
6,6,6,6,6,6,6,11,6,6,6,11,6,6,6,6,6,6,6,11,6,6,6,6,6,6,6,6,6,6,
6,6,6,6,6,6,6,11,6,6,6,11,6,6,6,6,6,6,6,11,6,6,6,6,6,6,6,6,6,6
