16,21,1


17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,
17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,
17,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,17,
17,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,17,
17,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,17,
17,17,17,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,17,
17,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,17,
17,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,17,
17,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,17,
17,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,17,
17,12,12,12,17,17,17,17,17,12,12,12,17,17,17,17,17,12,12,12,17,
19,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,17,
19,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,17,
19,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,17,
17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,
17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,
